-0,-0.2836,-0.3129,-0.1869,-0.05759,-0.2886,-0.334,-0.1896,-0.3282,-0.2769,-0.3194,-0.1155,-0.1427,-0.2321,-0.321,-0.2208,-0.06174,-0.2656,-0.2139,-0.1375,-0.2576,-0.3065,-0.3346,-0.2634,-0.2213,-0.1988,-0.3212
-0.2836,-0,-0.0006269,-0.009005,-0.08051,-1.914e-05,-0.001782,-0.008456,-0.001409,-3.552e-05,-0.0009224,-0.03407,-0.02176,-0.002283,-0.001003,-0.003497,-0.07575,-0.0002616,-0.004376,-0.02382,-0.0005501,-0.0003854,-0.001827,-0.000328,-0.003428,-0.006723,-0.001017
-0.3129,-0.0006269,-0,-0.0144,-0.09568,-0.0004269,-0.0002948,-0.0137,-0.0001561,-0.0009609,-2.844e-05,-0.04404,-0.02983,-0.005306,-4.388e-05,-0.007091,-0.09046,-0.001699,-0.008322,-0.03224,-0.002352,-2.921e-05,-0.0003134,-0.001862,-0.006992,-0.01147,-4.689e-05
-0.1869,-0.009005,-0.0144,-0,-0.03519,-0.009857,-0.01884,-8.602e-06,-0.01757,-0.007907,-0.01571,-0.007973,-0.002751,-0.002215,-0.01604,-0.001275,-0.0321,-0.006193,-0.0008239,-0.003508,-0.005098,-0.01313,-0.01898,-0.005891,-0.001317,-0.0001658,-0.0161
-0.05759,-0.08051,-0.09568,-0.03519,-0,-0.08307,-0.1069,-0.03631,-0.1038,-0.0771,-0.09909,-0.009584,-0.01818,-0.05531,-0.09993,-0.05003,-6.993e-05,-0.07143,-0.04691,-0.01639,-0.06753,-0.09229,-0.1072,-0.07038,-0.0503,-0.04024,-0.1001
-0.2886,-1.914e-05,-0.0004269,-0.009857,-0.08307,-0,-0.001432,-0.009282,-0.001099,-0.0001068,-0.0006757,-0.03572,-0.02308,-0.002721,-0.0007446,-0.004035,-0.07822,-0.0004223,-0.004974,-0.0252,-0.0007745,-0.0002327,-0.001472,-0.0005056,-0.00396,-0.007461,-0.0007568
-0.334,-0.001782,-0.0002948,-0.01884,-0.1069,-0.001432,-0,-0.01804,-2.185e-05,-0.002321,-0.0001402,-0.05163,-0.03611,-0.008107,-0.0001112,-0.01029,-0.1013,-0.00341,-0.01176,-0.03876,-0.004314,-0.0005097,-2.848e-07,-0.00364,-0.01017,-0.01545,-0.0001066
-0.1896,-0.008456,-0.0137,-8.602e-06,-0.03631,-0.009282,-0.01804,-0,-0.0168,-0.007393,-0.01498,-0.008506,-0.003067,-0.001947,-0.0153,-0.001074,-0.03317,-0.005739,-0.0006641,-0.003865,-0.004688,-0.01246,-0.01818,-0.005449,-0.001113,-9.885e-05,-0.01536
-0.3282,-0.001409,-0.0001561,-0.01757,-0.1038,-0.001099,-2.185e-05,-0.0168,-0,-0.001892,-5.131e-05,-0.0495,-0.03434,-0.007286,-3.444e-05,-0.009356,-0.09832,-0.002886,-0.01076,-0.03692,-0.003721,-0.0003204,-2.713e-05,-0.003098,-0.009243,-0.01431,-3.19e-05
-0.2769,-3.552e-05,-0.0009609,-0.007907,-0.0771,-0.0001068,-0.002321,-0.007393,-0.001892,-0,-0.00132,-0.03189,-0.02003,-0.001749,-0.001416,-0.002827,-0.07244,-0.0001043,-0.003622,-0.02201,-0.000306,-0.000655,-0.002373,-0.0001476,-0.002765,-0.00578,-0.001433
-0.3194,-0.0009224,-2.844e-05,-0.01571,-0.09909,-0.0006757,-0.0001402,-0.01498,-5.131e-05,-0.00132,-0,-0.04633,-0.03172,-0.006112,-1.672e-06,-0.008019,-0.09377,-0.002167,-0.009325,-0.0342,-0.002898,-0.0001153,-0.0001531,-0.002351,-0.007914,-0.01264,-2.313e-06
-0.1155,-0.03407,-0.04404,-0.007973,-0.009584,-0.03572,-0.05163,-0.008506,-0.0495,-0.03189,-0.04633,-0,-0.001354,-0.01863,-0.0469,-0.01565,-0.008013,-0.02832,-0.01394,-0.0009011,-0.0259,-0.04178,-0.05188,-0.02767,-0.0158,-0.01044,-0.04699
-0.1427,-0.02176,-0.02983,-0.002751,-0.01818,-0.02308,-0.03611,-0.003067,-0.03434,-0.02003,-0.03172,-0.001354,-0,-0.009914,-0.03218,-0.007779,-0.01598,-0.01723,-0.00659,-4.597e-05,-0.01537,-0.02798,-0.03632,-0.01673,-0.007882,-0.004268,-0.03226
-0.2321,-0.002283,-0.005306,-0.002215,-0.05531,-0.002721,-0.008107,-0.001947,-0.007286,-0.001749,-0.006112,-0.01863,-0.009914,-0,-0.006317,-0.0001288,-0.05139,-0.0009988,-0.0003368,-0.01131,-0.0005916,-0.004547,-0.008204,-0.0008801,-0.0001158,-0.001168,-0.006352
-0.321,-0.001003,-4.388e-05,-0.01604,-0.09993,-0.0007446,-0.0001112,-0.0153,-3.444e-05,-0.001416,-1.672e-06,-0.0469,-0.03218,-0.006317,-0,-0.008253,-0.09459,-0.002289,-0.009577,-0.03468,-0.003039,-0.0001447,-0.0001227,-0.002478,-0.008147,-0.01294,-2.663e-08
-0.2208,-0.003497,-0.007091,-0.001275,-0.05003,-0.004035,-0.01029,-0.001074,-0.009356,-0.002827,-0.008019,-0.01565,-0.007779,-0.0001288,-0.008253,-0,-0.04632,-0.001845,-4.905e-05,-0.009023,-0.001273,-0.006209,-0.01039,-0.001682,-3.425e-07,-0.0005212,-0.008293
-0.06174,-0.07575,-0.09046,-0.0321,-6.993e-05,-0.07822,-0.1013,-0.03317,-0.09832,-0.07244,-0.09377,-0.008013,-0.01598,-0.05139,-0.09459,-0.04632,-0,-0.06696,-0.04332,-0.01431,-0.06318,-0.08717,-0.1017,-0.06594,-0.04657,-0.03692,-0.09473
-0.2656,-0.0002616,-0.001699,-0.006193,-0.07143,-0.0004223,-0.00341,-0.005739,-0.002886,-0.0001043,-0.002167,-0.02832,-0.01723,-0.0009988,-0.002289,-0.001845,-0.06696,-0,-0.002496,-0.01907,-5.3e-05,-0.001282,-0.003473,-3.754e-06,-0.001795,-0.00433,-0.00231
-0.2139,-0.004376,-0.008322,-0.0008239,-0.04691,-0.004974,-0.01176,-0.0006641,-0.01076,-0.003622,-0.009325,-0.01394,-0.00659,-0.0003368,-0.009577,-4.905e-05,-0.04332,-0.002496,-0,-0.007739,-0.001821,-0.007363,-0.01187,-0.002306,-5.76e-05,-0.0002505,-0.009621
