0,1.25308,0.966994
1,0.117344,0.103466
2,0.377242,0.397261
3,0.00432365,0.00741384
4,0.000216235,0.000324699
5,0.12015,0.208366
6,0.00128716,0.00277189
7,0.000381227,0.000791766
8,0.0694724,0.173705
9,3.29279,2.42177
10,3.79832e-08,9.6664e-08
11,0.000144822,0.000199914
12,0.376832,0.259304
13,1.42012e-05,3.82774e-05
14,0.000150335,0.000353062
15,1.47156,1.89607
16,0.00233173,0.00199426
17,0.000615237,0.00109095
18,0.000349555,0.000862808
19,0.0309007,0.0584094
20,13.4869,10.8023
21,0.000381546,0.000575054
22,0.000307085,0.000442724
23,0.0292973,0.0241593
24,5.83436e-07,1.47342e-06
25,0.00646083,0.00763166
26,1.27302e-06,1.22709e-06
27,19.3331,17.7738
28,3.75396e-05,3.77016e-05
29,0.129564,0.0996228
30,0.068271,0.162237
31,0.00571791,0.00933469
32,1.24356,1.72009
33,3.42238e-09,8.31875e-09
34,1.16433,2.58198
35,0.00586186,0.0130644
36,0.0153151,0.0138239
37,0.287652,0.225185
38,0.10896,0.0904587
39,4.9384e-05,5.44812e-05
40,0.684281,1.02942
41,1.04861,0.793136
42,1.13469e-06,3.19273e-06
43,3.20765,2.23405
44,0.0102435,0.0238144
45,0.000176965,0.00041092
46,0.0109026,0.0197427
47,0.196354,0.156995
48,3.53637e-06,7.13282e-06
49,0.111365,0.215935
50,0.165606,0.26459
51,4.3124,3.30382
52,6.10229e-09,1.58018e-08
53,0.000106389,0.000149676
54,1.07942e-06,1.28556e-06
55,0.0230939,0.0656883
56,0.0298257,0.0589118
57,0.00036787,0.000829613
58,9.06606e-06,1.50027e-05
59,0.706656,0.486261
60,0.0947247,0.0902514
61,3.39825e-10,7.01044e-10
62,0.000275664,0.00046539
63,7.03212e-09,7.8363e-09
64,8.64281e-05,0.000211525
65,0.00581808,0.00596476
66,3.79786,5.20029
67,23.4853,18.3852
68,0.000733456,0.00155089
69,8.0354e-06,2.16918e-05
70,5.83408e-08,1.06702e-07
71,0.023156,0.0467698
72,6.40061e-05,6.15184e-05
73,0.0128346,0.0216681
74,1.25065,1.101
75,0.000903651,0.00139342
76,2.4605,6.83413
77,0.468689,0.959703
78,2.72239e-06,3.51531e-06
79,4.68659e-07,4.79168e-07
80,3.95185e-05,7.27724e-05
81,0.000138106,0.000182371
82,0.472779,0.881149
83,0.13451,0.195797
84,0.0307468,0.0492958
85,0.000207006,0.000542671
86,2.07388,3.20657
87,0.136983,0.15303
88,0.11519,0.0996419
89,3.72267e-07,8.88274e-07
90,6.73188e-06,5.83259e-06
91,9.43896e-05,0.000205108
92,0.0016012,0.00194936
93,10.298,12.0494
94,0.000126136,0.000170078
95,0.182614,0.182384
96,0.00204914,0.00391902
97,3.69323e-08,5.39655e-08
98,0.888808,0.933499
99,0.548046,0.91379
