0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,25,1,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,2,0,0,0,5,6,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
2,2,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,1,0,0,9,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,3,0,0,0,3,8,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5,2,1,0,0,0,3,8,0,0,0,0,1,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6,2,1,0,0,0,3,3,0,1,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,5,2,0,0,0,11,12,0,0,0,1,0,0,0,0,2,10,1,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8,2,1,0,0,0,2,3,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,6,1,0,0,0,7,6,0,0,0,2,1,2,0,0,0,14,3,6,0,0,0,0,0,2,0,0,1,3,0,0,1,0,0,0,0,0,0
10,4,3,0,0,0,4,3,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,5,2,1,0,0,8,9,0,0,0,0,0,0,0,0,1,10,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12,5,0,0,0,0,9,16,0,0,0,1,0,0,0,0,1,7,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
13,5,5,1,0,0,6,9,0,0,0,0,0,2,0,0,0,2,0,4,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0
14,4,6,1,0,0,6,8,0,1,1,0,0,1,0,0,0,17,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0
15,6,0,0,0,0,9,12,0,0,0,1,0,1,0,0,0,18,1,9,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17,5,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,7,0,6,1,0,0,0,0,2,0,0,1,0,0,0,0,2,1,0,0,0,0
18,2,4,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19,1,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,3,4,0,0,0,4,1,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21,1,0,0,0,0,2,2,0,1,0,1,0,0,0,0,1,9,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,7,3,0,0,0,7,7,0,0,0,1,0,2,0,0,0,17,1,10,0,0,0,0,0,2,0,0,0,1,0,0,1,2,1,0,0,0,0
23,2,1,0,0,0,4,4,0,1,0,0,2,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,5,2,0,0,0,5,5,0,0,0,1,0,0,0,0,3,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,3,2,0,0,0,5,4,0,0,0,0,0,0,0,0,0,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26,4,1,0,0,0,6,6,0,0,0,0,1,0,0,0,3,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28,4,1,0,0,0,5,7,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
30,5,2,0,0,0,6,8,0,0,0,1,0,0,0,0,1,10,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31,3,1,0,0,0,3,5,0,0,0,0,0,1,0,0,0,5,0,4,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0
32,0,0,0,1,0,0,9,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
34,5,1,0,0,0,8,11,0,2,0,0,1,0,0,0,2,11,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0
35,5,4,0,0,0,9,8,0,0,0,0,0,0,0,0,1,9,2,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
36,4,5,0,0,0,1,4,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
37,5,2,0,0,0,10,10,0,0,1,1,0,0,0,0,0,13,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
38,4,3,0,0,0,8,9,0,0,0,0,0,0,0,0,3,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39,5,0,0,0,0,9,11,0,0,0,1,0,1,0,0,2,8,3,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
40,1,0,0,0,0,2,8,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41,5,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
42,0,0,0,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,5,0,0,0,0,6,5,0,2,0,1,0,0,0,0,3,11,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,3,1,0,0,0,3,3,0,0,0,1,0,0,0,0,2,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
46,4,7,2,0,0,3,4,0,0,1,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,3,0,0,0,0,4,5,0,0,0,1,0,0,0,0,2,7,2,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0
48,2,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49,5,3,0,0,0,8,8,0,0,0,0,0,0,0,0,0,14,2,10,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
50,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,0,6,2,6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
51,5,5,0,0,0,8,11,0,0,0,2,0,1,0,0,0,12,1,8,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,2,0,0,0
52,4,1,0,0,0,5,4,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,1,0,0,0,0,2,5,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54,3,5,0,0,0,8,7,0,0,0,1,3,0,0,0,1,4,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55,3,2,0,0,0,4,6,0,0,1,1,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
56,4,1,0,0,0,5,6,0,1,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
57,5,0,0,0,0,7,4,0,0,0,0,0,0,0,0,1,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,6,4,0,0,0,7,11,0,3,0,0,0,1,0,0,0,16,0,11,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0
59,4,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,13,4,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
60,2,2,0,0,0,3,3,0,0,0,0,1,0,0,0,1,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61,4,7,1,0,0,7,1,0,0,2,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
62,6,2,0,0,0,8,12,0,0,1,1,0,1,0,0,3,13,1,11,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0
63,4,1,0,0,0,5,8,0,0,0,0,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64,4,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,7,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
65,2,2,0,0,0,4,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
66,5,2,0,0,0,8,3,0,0,0,1,0,0,0,0,0,15,2,9,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
67,6,2,0,0,0,4,6,0,1,1,0,0,2,0,0,0,13,0,10,0,0,0,0,0,2,0,0,1,3,1,0,0,1,1,0,0,0,0
68,4,1,0,0,0,3,11,0,0,0,0,0,1,0,0,2,2,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
69,4,2,0,0,0,7,6,0,0,0,2,0,0,0,0,0,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
70,4,1,0,0,0,5,8,0,0,0,0,0,0,0,0,0,14,0,10,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
71,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,18,1,0,3,8,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
72,5,1,0,0,0,9,4,0,0,0,1,0,0,0,0,0,15,1,11,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
73,6,2,0,0,0,8,12,0,0,0,0,0,1,0,0,1,11,1,11,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0
74,4,4,3,0,0,4,5,0,0,0,1,0,0,0,0,0,12,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75,3,4,0,0,0,4,2,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2,9,0,0,0,3,1,0,0,0,0,0,0,0,0,0,7,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
77,3,5,0,0,0,6,8,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
78,5,4,0,0,0,8,12,0,1,0,0,0,0,0,0,1,9,2,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0
79,7,1,0,0,0,5,8,0,1,0,0,0,3,0,0,2,10,0,8,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0
80,3,2,0,0,0,4,1,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
81,5,1,0,0,0,6,2,0,0,0,0,0,1,0,0,0,6,1,7,0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,0,0,0,0
82,5,0,0,0,0,7,14,0,1,0,1,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
83,3,7,1,0,0,7,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
84,4,1,0,0,0,5,0,0,0,0,0,1,0,0,0,2,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
85,6,1,0,0,0,8,6,0,0,0,3,0,1,0,0,2,6,2,8,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
86,2,2,0,0,0,4,2,0,1,0,2,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,3,4,0,0,0,4,2,0,1,0,0,1,0,0,0,0,11,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
88,4,1,0,0,0,4,6,0,0,0,1,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
89,4,3,0,0,0,5,2,0,0,0,0,1,1,0,0,1,4,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
90,5,7,0,0,0,8,7,0,0,0,0,0,2,0,0,1,5,0,6,0,0,0,0,0,2,0,0,1,1,1,0,1,0,0,0,0,0,0
91,6,0,0,0,0,3,3,0,0,0,1,0,1,0,0,0,15,2,9,1,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0
92,6,5,0,0,0,9,11,0,1,0,0,0,1,0,0,1,7,2,7,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
93,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,1,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95,4,2,0,0,0,7,9,0,1,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
96,5,3,0,0,0,4,6,0,0,0,0,0,0,0,0,1,4,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
97,1,4,0,0,0,1,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,1,0,0,5,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,5,1,0,0,0,8,9,0,0,0,0,1,0,0,0,1,10,2,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
