0,35.1716,26.5295
1,0.594608,1.03253
2,0.803476,0.669273
3,1.22607,1.14436
4,0.0909874,0.125782
5,0.140342,0.174399
6,0.470764,0.410015
7,0.0245976,0.0651045
8,1.02747,0.761066
9,0.0118175,0.0261642
10,1.03207,1.26432
11,0.169773,0.366438
12,0.0629048,0.161887
13,0.0181819,0.0381091
14,0.0446875,0.10585
15,0.0393649,0.104885
16,12.3374,9.4733
17,0.098851,0.0973598
18,0.274809,0.241584
19,1.12652,0.849723
20,0.288448,0.29701
21,2.5625,1.69647
22,0.0198086,0.0486401
23,0.211582,0.23078
24,5.14616,8.65698
25,0.106993,0.135425
26,0.605761,0.976292
27,1.0517,0.817535
28,1.12884,1.66465
29,0.206254,0.16341
30,0.930634,1.81425
31,0.197918,0.232253
32,2.65115,2.19394
33,0.166751,0.129172
34,0.00368683,0.00905303
35,0.0755453,0.183042
36,0.109755,0.131625
37,0.164718,0.411616
38,0.967143,2.01269
39,0.156671,0.350912
40,0.342582,0.319754
41,0.689086,1.21435
42,1.55918,1.60334
43,0.850847,1.46825
44,1.88706,1.93028
45,0.0264994,0.0257042
46,0.312506,0.516378
47,0.0104052,0.0128032
48,0.139291,0.110924
49,0.0266008,0.0620705
50,0.501747,0.415219
51,0.00017138,0.000458025
52,0.512677,0.692731
53,0.562893,0.390219
54,0.0230623,0.0460232
55,0.0341466,0.0524391
56,0.514913,0.804726
57,0.9611,1.46032
58,0.0304087,0.0828782
59,0.0918673,0.151799
60,0.578539,0.568242
61,0.0930223,0.168599
62,0.000202244,0.000555051
63,1.20058,2.09294
64,1.34063,1.39316
65,0.176092,0.146918
66,0.245946,0.469123
67,0.00427463,0.00872185
68,0.131931,0.213705
69,0.124266,0.222867
70,0.0605121,0.113452
71,0.762129,0.615187
72,0.203952,0.414755
73,0.0712961,0.188705
74,0.222358,0.387931
75,1.04763,1.16258
76,0.142812,0.188125
77,0.0555708,0.105997
78,0.00107767,0.00276466
79,0.0593715,0.125006
80,0.417817,0.375237
81,0.0436408,0.0595598
82,0.381452,0.894223
83,0.0594977,0.108644
84,2.29379,2.60771
85,0.0997529,0.203127
86,0.598856,0.557325
87,0.2359,0.33091
88,1.27516,1.89081
89,0.479553,0.62
90,0.00690782,0.0160532
91,0.0330461,0.0512871
92,0.0569812,0.151049
93,0.0794595,0.0702838
94,1.08089,0.774243
95,0.396171,0.749217
96,1.15383,1.81733
97,0.826411,0.569536
98,3.1665,1.97605
99,0.196881,0.430023
